اسم القناة,معرف القناة,الوصف,رابط القناة,عدد المشتركين
PewDiePie,UC-lHJZR3Gqxm24_Vd_AJ5Yw,غير متوفر,https://www.youtube.com/channel/UC-lHJZR3Gqxm24_Vd_AJ5Yw,غير متاح (بسبب قيود API)
